brokertitle,type,beds,bath,propertysqft,address,state,main_address,administrative_area_level_2,locality,sublocality,street_name,long_name,formatted_address,latitude,longitude,price
Brokered by Keller Williams Rlty Landmark,Pending,6,4.0,3234.0,85-26 Edgerton Blvd,"Jamaica, NY 11432","85-26 Edgerton BlvdJamaica, NY 11432",United States,New York,Queens County,Queens,Edgerton Boulevard,"85-26 Edgerton Blvd, Jamaica, NY 11432, USA",40.7160582,-73.7872685,1848888
Brokered by Corcoran West Side Gallery,For sale,6,6.0,6688.0,726 Nostrand Ave,"Brooklyn, NY 11216","726 Nostrand AveBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,Nostrand Avenue,"726 Nostrand Ave., Brooklyn, NY 11216, USA",40.6738566,-73.9506085,2400000
Brokered by Corcoran Park Avenue South,Co-op for sale,1,1.0,2184.207862,162 E 2nd St Apt 1A,"New York, NY 10009","162 E 2nd St Apt 1ANew York, NY 10009",New York,New York County,New York,Manhattan,162,"162 E 2nd St #1a, New York, NY 10009, USA",40.7228235,-73.98509,438000
Brokered by Katz Realty,House for sale,3,3.0,1456.0,58 Roanoke St,"Staten Island, NY 10314","58 Roanoke StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Roanoke Street,"58 Roanoke St, Staten Island, NY 10314, USA",40.5972983,-74.1347274,649000
Brokered by East Coast REALTORS Inc,Co-op for sale,1,1.0,2184.207862,61-88 Dry Harbor Rd Unit Lh,"Middle Village, NY 11379","61-88 Dry Harbor Rd Unit LhMiddle Village, NY 11379",United States,New York,Queens County,Queens,Dry Harbor Road,"61-88 Dry Harbor Rd, Flushing, NY 11379, USA",40.7257927,-73.8727767,220000
Brokered by The Agency,Co-op for sale,2,2.0,1157.0,165 W End Ave Apt 7K,"New York, NY 10023","165 W End Ave Apt 7KNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #7k, New York, NY 10023, USA",40.777244,-73.9868738,1575000
Brokered by COMPASS,Condo for sale,2,1.0,988.0,318 W 100th St Apt 8B,"Manhattan, NY 10025","318 W 100th St Apt 8BManhattan, NY 10025",New York,New York County,New York,Manhattan,318,"318 W 100th St #8b, New York, NY 10025, USA",40.7981209,-73.9726033,1100000
Brokered by Capri Jet Realty Corp,House for sale,5,2.0,1760.0,84-11 165th Ave,"Howard Beach, NY 11414","84-11 165th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,165th Avenue,"84-11 165th Ave, Jamaica, NY 11414, USA",40.6481943,-73.8452374,1099000
Brokered by Get Listed Get Sold NYC,Multi-family home for sale,5,3.0,1548.0,2171 W 7th St,"Brooklyn, NY 11223","2171 W 7th StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,West 7th Street,"2171 W 7th St, Brooklyn, NY 11223, USA",40.5946329,-73.9779295,1249000
"Brokered by Prime Time Real Estate, Inc.",House for sale,2,2.0,988.0,51 Bedford Ave,"Staten Island, NY 10306","51 Bedford AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Bedford Avenue,"51 Bedford Ave, Staten Island, NY 10306, USA",40.5821761,-74.1078688,725000
Brokered by REALHome Services & Solutions,House for sale,3,1.0,882.0,120-46 238th St,"Cambria Heights, NY 11411","120-46 238th StCambria Heights, NY 11411",United States,New York,Queens County,Queens,238th Street,"120-46 238th St, Jamaica, NY 11411, USA",40.6842823,-73.7278575,515000
Brokered by Brown Harris Stevens,Co-op for sale,4,2.0,2184.207862,801 W End Ave Apt 2A,"Manhattan, NY 10025","801 W End Ave Apt 2AManhattan, NY 10025",New York,New York County,New York,Manhattan,801,"801 West End Ave #2a, New York, NY 10025, USA",40.7975649,-73.9720384,2795000
Brokered by Corcoran Williamsburg Bedford,Condo for sale,2,2.0,1201.0,1105 Cortelyou Rd # 301,"Brooklyn, NY 11218","1105 Cortelyou Rd # 301Brooklyn, NY 11218",New York,Kings County,Brooklyn,Flatbush,1105,"1105 Cortelyou Rd #301, Brooklyn, NY 11218, USA",40.6400234,-73.9676099,1250000
Brokered by Joe Hasselt Real Estate,Co-op for sale,1,1.0,700.0,3 Fordham Hill Oval Apt 4A,"Bronx, NY 10468","3 Fordham Hill Oval Apt 4ABronx, NY 10468",New York,Bronx County,The Bronx,Fordham Manor,3,"3 Fordham Hill Oval #4a, Bronx, NY 10468, USA",40.8646563,-73.9082145,154900
"Brokered by Nest Seekers International, Westside",House for sale,3,2.3738608579684373,2184.207862,3737 Amboy Rd,"Staten Island, NY 10308","3737 Amboy RdStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Amboy Road,"3737 Amboy Rd, Staten Island, NY 10308, USA",40.552406,-74.1441129,799000
"Brokered by F.G. VOLPE REALTY ""SERVICING STATEN ISLAND""",Multi-family home for sale,4,3.0,2049.0,315 Main St,"Staten Island, NY 10307","315 Main StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Main Street,"315 Main St, Staten Island, NY 10307, USA",40.5075446,-74.2461088,924800
"Brokered by Robert E. Hill, Inc.",Co-op for sale,1,1.0,650.0,60 Knolls Cres Apt 8F,"Bronx, NY 10463","60 Knolls Cres Apt 8FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,60,"60 Knolls Crescent #8f, Bronx, NY 10463, USA",40.879078,-73.9175196,105509
Brokered by COMPASS,Townhouse for sale,5,2.3738608579684373,6000.0,184 E 75th St,"Manhattan, NY 10021","184 E 75th StManhattan, NY 10021",United States,New York,New York County,New York,East 75th Street,"184 E 75th St, New York, NY 10021, USA",40.7719074,-73.9601359,14995000
Brokered by Benjamin Realty Since 1980,Co-op for sale,1,1.0,2184.207862,6 Burns St Apt 111,"Forest Hills, NY 11375","6 Burns St Apt 111Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6,"6 Burns St Apt 111, Forest Hills, NY 11375, USA",40.7193051,-73.8453248,329000
Brokered by Sowae Corp,Multi-family home for sale,5,2.0,2184.207862,752 Rutland Rd,"Brooklyn, NY 11203","752 Rutland RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,Rutland Road,"752 Rutland Rd, Brooklyn, NY 11203, USA",40.6601399,-73.9354891,499000
Brokered by Century 21 AA Realty,Multi-family home for sale,5,4.0,1340.0,181 Park Ave,"Brooklyn, NY 11205","181 Park AveBrooklyn, NY 11205",United States,New York,Kings County,Brooklyn,Park Avenue,"181 Park Ave, Brooklyn, NY 11205, USA",40.6962962,-73.9720502,2499000
Brokered by Best American Homes Inc,Multi-family home for sale,5,3.0,2184.207862,34-21 83rd St,"Jackson Heights, NY 11372","34-21 83rd StJackson Heights, NY 11372",United States,New York,Queens County,Queens,83rd Street,"34-21 83rd St, Flushing, NY 11372, USA",40.7531679,-73.8836878,989000
Brokered by Keller Williams Realty Greater Nassau,Townhouse for sale,3,2.3738608579684373,1283.0,1761 Tenbroeck Ave,"Bronx, NY 10461","1761 Tenbroeck AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Tenbroeck Avenue,"1761 Tenbroeck Ave, Bronx, NY 10461, USA",40.851494,-73.8492232,660000
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1,1.0,2184.207862,900 W 190th St Apt 14S,"New York, NY 10040","900 W 190th St Apt 14SNew York, NY 10040",New York,New York County,New York,Manhattan,900,"900 W 190th St #14d, New York, NY 10040, USA",40.8570262,-73.9361002,585000
Brokered by American Homes Group,House for sale,4,4.0,2444.0,49 Weed Ave,"Staten Island, NY 10306","49 Weed AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Weed Avenue,"49 Weed Ave, Staten Island, NY 10306, USA",40.5664524,-74.1051158,1396000
Brokered by COMPASS,Co-op for sale,3,3.0,1818.0,333 E 91st St Apt 24A,"Manhattan, NY 10128","333 E 91st St Apt 24AManhattan, NY 10128",New York,New York County,New York,Manhattan,333,"333 E 91st St #24a, New York, NY 10128, USA",40.7803429,-73.947266,1695000
Brokered by Ditommaso Real Estate,Condo for sale,2,2.0,1008.0,57 Stone Ln Unit 2,"Staten Island, NY 10314","57 Stone Ln Unit 2Staten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,57,"57 Stone Ln #2, Staten Island, NY 10314, USA",40.5782884,-74.1583011,479000
Brokered by Gillani Homes Inc.,Contingent,3,2.0,1424.0,572 Davis Ave,"Staten Island, NY 10310","572 Davis AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Davis Avenue,"572 Davis Ave, Staten Island, NY 10310, USA",40.6292321,-74.1082798,550000
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2,2.0,1700.0,10 W 66th St Apt 30D,"New York, NY 10023","10 W 66th St Apt 30DNew York, NY 10023",New York,New York County,New York,Manhattan,10,"10 W 66th St #30d, New York, NY 10023, USA",40.7724058,-73.9797157,1995000
Brokered by COMPASS,Condo for sale,3,2.0,2000.0,200 Rector Pl Unit 27EF,"Manhattan, NY 10280","200 Rector Pl Unit 27EFManhattan, NY 10280",New York County,New York,Manhattan,Rector Place,Liberty Court,"Liberty Court, 200 Rector Pl #27e, New York, NY 10280, USA",40.7086444,-74.0161953,2000000
Brokered by Nestapple,Condo for sale,1,1.0,430.0,112 W 72nd St Ph C,"Manhattan, NY 10023","112 W 72nd St Ph CManhattan, NY 10023",New York,New York County,New York,Manhattan,112,"112 W 72nd St Ph C, New York, NY 10023, USA",40.7774399,-73.9793101,620000
Brokered by Corcoran East Side,Condo for sale,3,2.0,2184.207862,8 W 65th St Apt 1B,"New York, NY 10023","8 W 65th St Apt 1BNew York, NY 10023",New York,New York County,New York,Manhattan,8,"8 W 65th St #1b, New York, NY 10023, USA",40.7719831,-73.9802428,849000
Brokered by Jamie & Connie Real Estate Grp,Pending,6,4.0,2184.207862,150-39 59th Ave,"Flushing, NY 11355","150-39 59th AveFlushing, NY 11355",United States,New York,Queens County,Queens,59th Avenue,"15039 59th Ave, Flushing, NY 11355, USA",40.7416665,-73.8173924,1380000
Brokered by Douglas Elliman - Bayside,House for sale,4,2.0,1600.0,2420 Cortelyou Rd,"Brooklyn, NY 11226","2420 Cortelyou RdBrooklyn, NY 11226",United States,New York,Kings County,Brooklyn,Cortelyou Road,"2420 Cortelyou Rd, Brooklyn, NY 11226, USA",40.6440698,-73.9539046,875000
NoBroker,Co-op for sale,3,2.0,2184.207862,138-10 Franklin Ave Unit 1K,"Flushing, NY 11355","138-10 Franklin Ave Unit 1KFlushing, NY 11355",New York,Queens County,Queens,Flushing,138-10,"138-10 Franklin Ave #1g, Flushing, NY 11355, USA",40.7547252,-73.8255572,445000
"Brokered by Nest Seekers International, Midtown",Townhouse for sale,7,5.0,12000.0,6 E 69th St,"New York, NY 10021","6 E 69th StNew York, NY 10021",United States,New York,New York County,New York,East 69th Street,"6 E 69th St, New York, NY 10065, USA",40.7700688,-73.9679334,24950000
Brokered by CENTURY 21 Milestone Realty,Multi-family home for sale,4,3.0,2184.207862,196-11 100 Ave,"Hollis, NY 11423","196-11 100 AveHollis, NY 11423",United States,New York,Queens County,Queens,100th Avenue,"196-11 100th Ave, Jamaica, NY 11423, USA",40.7099505,-73.7626558,1089000
Brokered by Keller Williams Realty Staten Island,Townhouse for sale,3,2.0,1280.0,75 N Burgher Ave,"Staten Island, NY 10310","75 N Burgher AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,North Burgher Avenue,"75 N Burgher Ave, Staten Island, NY 10310, USA",40.6396483,-74.1151985,495000
"Brokered by Tom Crimmins Realty, Ltd.",House for sale,3,2.0,2191.0,933 Jewett Ave,"Staten Island, NY 10314","933 Jewett AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Jewett Avenue,"933 Jewett Ave, Staten Island, NY 10314, USA",40.6136236,-74.1305336,669000
Brokered by The Agency,Co-op for sale,3,1.0,2184.207862,57 Montague St Apt 8K,"Brooklyn, NY 11201","57 Montague St Apt 8KBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,57,"57 Montague St #8c, Brooklyn, NY 11201, USA",40.6957468,-73.9970996,549995
Brokered by H P Greenfield Real Estate Ltd,Co-op for sale,1,1.0,750.0,1801 Ocean Ave Apt 4A,"Brooklyn, NY 11230","1801 Ocean Ave Apt 4ABrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1801,"1801 Ocean Ave #4a, Brooklyn, NY 11230, USA",40.6179165,-73.9546305,279000
Brokered by COMPASS,Co-op for sale,3,3.0,2184.207862,340 E 72nd St Unit Ph,"Manhattan, NY 10021","340 E 72nd St Unit PhManhattan, NY 10021",United States,New York,New York County,New York,East 72nd Street,"340 E 72nd St, New York, NY 10021, USA",40.7680852,-73.9572619,4650000
Brokered by Best Service Realty Corp.,Co-op for sale,2,1.0,2184.207862,37-30 83rd St Unit 2H,"Jackson Heights, NY 11372","37-30 83rd St Unit 2HJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3730,"3730 83rd St Apt 2h, Jackson Heights, NY 11372, USA",40.7493341,-73.8834178,365000
Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home for sale,6,6.0,2184.207862,17 E 76th St,"New York, NY 10021","17 E 76th StNew York, NY 10021",United States,New York,New York County,New York,East 76th Street,"17 E 76th St, New York, NY 10021, USA",40.7747817,-73.9639595,25750000
Brokered by COMPASS,House for sale,3,2.0,1250.0,1764 Undercliff Ave,"Bronx, NY 10453","1764 Undercliff AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Undercliff Avenue,"1764 Undercliff Ave, Bronx, NY 10453, USA",40.8515331,-73.9197862,549000
Brokered by Brown Harris Stevens,Co-op for sale,3,1.0,450.0,410 W 23rd St Apt 6E,"Manhattan, NY 10011","410 W 23rd St Apt 6EManhattan, NY 10011",New York,New York County,New York,Manhattan,410,"410 W 23rd St #6f, New York, NY 10011, USA",40.7464807,-74.0018835,425000
"Brokered by NEUHAUS REALTY, INC.",Condo for sale,2,1.0,840.0,1286 Rockland Ave Unit 2HH,"Staten Island, NY 10314","1286 Rockland Ave Unit 2HHStaten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,1286,"1286 Rockland Ave #2h, Staten Island, NY 10314, USA",40.5945609,-74.1596635,420000
Brokered by DiTommaso Real Estate,Contingent,4,2.0,1865.0,600 Annadale Rd,"Staten Island, NY 10312","600 Annadale RdStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Annadale Road,"600 Annadale Rd, Staten Island, NY 10312, USA",40.5476973,-74.1752129,789888
Brokered by Century Homes Realty Group LLC,House for sale,4,4.0,2716.0,39-22 221st St,"Bayside, NY 11361","39-22 221st StBayside, NY 11361",United States,New York,Queens County,Queens,221st Street,"39-22 221st St, Flushing, NY 11361, USA",40.7661326,-73.7627478,1788000
Brokered by Platinum Properties of Long Island,Co-op for sale,1,1.0,820.0,111-39 76th Rd Unit E6,"Forest Hills, NY 11375","111-39 76th Rd Unit E6Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,11139,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",40.7157399,-73.83672,329000
Brokered by BERKSHIRE HATHAWAY,House for sale,3,2.0,2184.207862,88-44 202nd St,"Hollis, NY 11423","88-44 202nd StHollis, NY 11423",United States,New York,Queens County,Queens,202nd Street,"88-44 202nd St, Hollis, NY 11423, USA",40.7187283,-73.7613065,975000
Brokered by American Homes Group,Multi-family home for sale,4,2.0,1600.0,154 E 22nd St,"Brooklyn, NY 11226","154 E 22nd StBrooklyn, NY 11226",United States,New York,Kings County,Brooklyn,East 22nd Street,"154 E 22nd St, Brooklyn, NY 11226, USA",40.6452346,-73.9569371,949000
Brokered by American Homes Group,House for sale,3,4.0,1440.0,89 Taft Ave,"Staten Island, NY 10301","89 Taft AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Taft Avenue,"89 Taft Ave, Staten Island, NY 10301, USA",40.6409456,-74.0859933,548800
"Brokered by Nest Seekers International, Midtown",Pending,3,2.0,2160.0,36 Gramercy Park E Apt 5N,"New York, NY 10003","36 Gramercy Park E Apt 5NNew York, NY 10003",New York,New York County,New York,Manhattan,36,"36 Gramercy Park E #5n, New York, NY 10003, USA",40.7375223,-73.9849542,4999000
Brokered by Elegran Real Estate And Development,Contingent,1,1.0,834.0,133 Water St Apt 12D,"Brooklyn, NY 11201","133 Water St Apt 12DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,133,"133 Water St #12d, Brooklyn, NY 11201, USA",40.7032891,-73.9891782,960000
Brokered by EXIT REALTY FIRST CHOICE,House for sale,4,2.0,1700.0,76-66 174th St,"Fresh Meadows, NY 11366","76-66 174th StFresh Meadows, NY 11366",United States,New York,Queens County,Queens,174th Street,"76-66 174th St, Flushing, NY 11366, USA",40.7248068,-73.7953763,1288000
Brokered by RE/MAX City Square,Co-op for sale,3,1.0,471.0,110-20 71st Ave Unit 231,"Forest Hills, NY 11375","110-20 71st Ave Unit 231Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,11020,"11020 71st Ave Apt 231, Forest Hills, NY 11375, USA",40.7223099,-73.84153,199999
Brokered by COMPASS,Condo for sale,1,1.0,2184.207862,502 Park Ave Apt 12K,"Manhattan, NY 10022","502 Park Ave Apt 12KManhattan, NY 10022",New York,New York County,New York,Manhattan,502,"502 Park Ave Apt 12h, New York, NY 10022, USA",40.7632867,-73.9700993,1750000
Brokered by Bond New York- Columbus Circle,Co-op for sale,1,1.0,2184.207862,220 Congress St Apt 4D,"Brooklyn, NY 11201","220 Congress St Apt 4DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Cobble Hill,220,"220 Congress St #4d, Brooklyn, NY 11201, USA",40.687871,-73.994454,720000
Brokered by Corcoran Westside Columbus,Co-op for sale,2,2.0,2100.0,28 Old Fulton St # Thf,"Brooklyn, NY 11201","28 Old Fulton St # ThfBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,28,"Eagle Warehouse & Storage Company, 28 Old Fulton St, Brooklyn, NY 11201, USA",40.702334,-73.9937463,1295000
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,2,1.0,2184.207862,258 Broadway Apt 3D,"New York, NY 10007","258 Broadway Apt 3DNew York, NY 10007",New York,New York County,New York,Manhattan,258,"258 Broadway #3d, New York, NY 10007, USA",40.7134524,-74.0070904,1395000
Brokered by Douglas Elliman - 140 Franklin,Co-op for sale,2,1.0,2184.207862,156 Bank St Apt 1A,"New York, NY 10014","156 Bank St Apt 1ANew York, NY 10014",New York,New York County,New York,Manhattan,156,"156 Bank St #1a, New York, NY 10014, USA",40.7359888,-74.0091474,1295000
Brokered by Corcoran Park Slope,Condo for sale,2,2.0,1168.0,162 S Portland Ave Unit 2,"Brooklyn, NY 11217","162 S Portland Ave Unit 2Brooklyn, NY 11217",New York,Kings County,Brooklyn,Fort Greene,162,"162 S Portland Ave Unit 2, Brooklyn, NY 11217, USA",40.684488,-73.974384,1650000
Brokered by COMPASS,Co-op for sale,2,2.0,1012.0,333 E 119th St Apt 6C,"Manhattan, NY 10035","333 E 119th St Apt 6CManhattan, NY 10035",New York,New York County,New York,Manhattan,333,"333 E 119th St #6c, New York, NY 10035, USA",40.7986288,-73.9351095,550000
Brokered by Re/Max Edge,Townhouse for sale,2,2.0,2000.0,19 Teri Ct,"Staten Island, NY 10314","19 Teri CtStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Teri Court,"19 Teri Ct, Staten Island, NY 10314, USA",40.5904561,-74.1521059,588000
Brokered by Real Broker NY LLC,House for sale,3,2.0,2184.207862,21-89 47th St,"Long Island City, NY 11105","21-89 47th StLong Island City, NY 11105",United States,New York,Queens County,Queens,47th Street,"21-89 47th St, Astoria, NY 11105, USA",40.7697773,-73.9014478,1449999
Brokered by EXIT REALTY PRIVATE CLIENT,Multi-family home for sale,7,3.0,3388.0,1746 Van Buren St,"Bronx, NY 10460","1746 Van Buren StBronx, NY 10460",United States,New York,Bronx County,The Bronx,Van Buren Street,"1746 Van Buren St, Bronx, NY 10460, USA",40.8423282,-73.8710228,785000
Brokered by CENTURY 21 Galvez,Multi-family home for sale,5,3.0,1800.0,263 W 254th St,"Bronx, NY 10471","263 W 254th StBronx, NY 10471",United States,New York,Bronx County,The Bronx,West 254th Street,"263 W 254th St, Bronx, NY 10471, USA",40.9016185,-73.8999396,899999
